"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71"
1,55526083335623e-18;1,26357023712224e-16;6,93493358937413e-15;2,56449761477819e-13;6,37842115681925e-12;1,06577304273611e-10;1,19542194735503e-09;8,99631536785799e-09;4,54115709558138e-08;1,53774709418198e-07;3,50574511185595e-07;5,59476195545721e-07;8,58010930112603e-07;2,70980424143579e-06;1,17578761800957e-05;3,85262804393391e-05;8,563651700727e-05;0,000127740208574263;0,000127739980906838;8,56462441975486e-05;3,88529195856957e-05;1,71722312804217e-05;5,97459953625869e-05;0,000399091018792951;0,00185993727518498;0,00581748185724766;0,0122008545339436;0,0171592355366514;0,0161863877724575;0,0102446380003587;0,00435287296982602;0,00124286457009094;0,000241300411060072;5,456963416693e-05;0,000145870813157973;0,000580725799549329;0,00157815462595661;0,00287559629054907;0,00351229938976431;0,00287567084560667;0,00157823479863022;0,000580619043874901;0,000143194552261509;2,37371300412348e-05;3,21641852316482e-06;4,65430071922066e-06;2,71239518050708e-05;0,000150988065384372;0,000798870965989098;0,00357870253433936;0,0122615063699256;0,0312367271885942;0,0595956978435498;0,0855517972170665;0,0911008847576542;0,0700130074820257;0,0377879202182111;0,014041189083533;0,0035482313584261;0,000605609633584609;6,95589120734531e-05;5,36614665425198e-06;2,77776849601104e-07;9,64352888997688e-09;2,24477005240019e-10;3,50306013471692e-12;3,66466895398453e-14;2,5699159292774e-16;1,20807192400566e-18;3,8067352488181e-21;8,04075238354165e-24
5,64088241880675e-20;4,64151582488064e-18;2,56892850078943e-16;9,55220533480721e-15;2,38436411216986e-13;3,9933504583822e-12;4,48618994513211e-11;3,38195249052799e-10;1,72199561266418e-09;6,33794321852197e-09;2,68241643424416e-08;2,4533442098485e-07;2,50465515157427e-06;1,83704745994499e-05;9,09269582378807e-05;0,000301868902406759;0,000671817729386631;0,00100223513230904;0,00100224912507279;0,000671924897315952;0,000302428035793725;9,38251473286438e-05;3,69049440393429e-05;0,000116391940657154;0,000521519593766538;0,00164214081635954;0,00350732732234437;0,00508031600963699;0,00501352418496307;0,00339417321296755;0,00158998415337051;0,000520813525089075;0,000130098417940159;0,000113516808967671;0,000571290382634117;0,00230783264180149;0,0062728625563314;0,0114298836744027;0,013960492399659;0,011429887716544;0,0062728692639126;0,00230771887854784;0,000569256861201834;9,44730670496597e-05;1,10705875028903e-05;2,68987509877365e-06;1,87148624129204e-05;0,000183706730510962;0,00129906055586005;0,0063545096269324;0,0215618083047595;0,0516870070201925;0,0899336761402489;0,116481392239338;0,113253075066074;0,0814745195412408;0,042188595785583;0,0153098268081943;0,00381970266713877;0,000647596121496851;7,41253120046285e-05;5,70835364791286e-06;2,95226189213013e-07;1,02446481061076e-08;2,38414469519518e-10;3,72012466874087e-12;3,89151655608637e-14;2,72891490433744e-16;1,28279498417971e-18;4,04216264118385e-21;8,5379990190122e-24
1,40024624253175e-21;1,15865918432557e-19;6,43631183219199e-18;2,39896849943954e-16;5,99810677916667e-15;1,00690642006738e-13;1,14820164582219e-12;9,98719688464058e-12;1,23306122613998e-10;3,08376245276715e-09;7,24083190773284e-08;1,18579213102511e-06;1,30661592446277e-05;9,65431394938546e-05;0,00047817972321076;0,0015876121640657;0,00353329703843031;0,00527107894740661;0,00527127022124358;0,003534717596719;0,00159400107323348;0,000497637926566104;0,000138737761086457;9,38714772362626e-05;0,000206961086200226;0,000645750691906788;0,0017064003418182;0,00327741036615882;0,00441657671922728;0,00412025078843892;0,00263676472220261;0,00115128094364465;0,000367157191026179;0,000318292567753345;0,00152531945406018;0,0061494605108363;0,0167137879924564;0,0304544190378284;0,0371971123185213;0,0304544532938363;0,0167139870489308;0,00614977784264891;0,00151972125527259;0,000257793936603261;3,76926349491197e-05;1,25729803828911e-05;2,78041706747487e-05;0,000236456675778136;0,00167708389232066;0,00812577856433052;0,0268633993752475;0,0614297792346705;0,0993367269016771;0,1168494304654;0,102470069750393;0,0674283390175032;0,0327595696604952;0,0114268360807766;0,0027876344622497;0,000466943641871655;5,311098153275e-05;4,07677479730662e-06;2,10493896756949e-07;7,29818313668709e-09;1,69771208586248e-10;2,64846629514007e-12;2,77017974861048e-14;1,94247211472354e-16;9,13081947753682e-19;2,87713378890091e-21;6,07713966969674e-24
2,35133128278623e-23;1,95040774696251e-21;1,08538303046774e-19;4,05923140560958e-18;1,04168125851871e-16;2,22236040943675e-15;8,27391990367626e-14;5,32753753942345e-12;2,83741488150212e-10;1,03602814545907e-08;2,54109074350252e-07;4,17865050264314e-06;4,60619163775026e-05;0,00034035402623395;0,00168578451715804;0,00559700222981061;0,0124563694026252;0,0185828960657577;0,0185846569953705;0,0124694417824823;0,00565565571504735;0,00186218714459101;0,00069864502998551;0,000562288273585638;0,00070671118923373;0,00157578369920449;0,00442183178170693;0,00957132121392115;0,014183224964656;0,0141423370177108;0,00946435890188547;0,00425184284952261;0,00132829310931516;0,000705696983642247;0,00274297138930939;0,0109848755176616;0,0298515715549266;0,0543927693215865;0,0664355084463743;0,0543931940486553;0,029854348644839;0,0109952870589312;0,00274967208964277;0,000533137567048649;0,000167392871597127;0,00011360195208812;8,68797553374945e-05;0,000234321357056087;0,00148075286138579;0,0070827083239579;0,0230398675761871;0,0511687992211563;0,0787274754853881;0,0858545412628588;0,0682780172914629;0,040541056728021;0,0180522093783579;0,00592175376218262;0,00139111334705895;0,00022811032777017;2,56511061067704e-05;1,95727056918717e-06;1,00749441137602e-07;3,48769370400825e-09;8,10666050727587e-11;1,26414514469309e-12;1,32196958090249e-14;9,26879343659342e-17;4,3566764909361e-19;1,37275815618761e-21;2,89952812675921e-24
2,6582753368011e-25;2,21668532217252e-23;1,29090817390712e-21;7,1096531152772e-20;7,9750926655818e-18;1,25694156692e-15;1,50609448977857e-13;1,22512751783327e-11;6,68816139292681e-10;2,44772161196131e-08;6,00487422071483e-07;9,87480260077718e-06;0,000108851689854722;0,000804311244156473;0,00398377977092866;0,0132266179327371;0,0294364527839609;0,0439151169041472;0,0439259850824996;0,0295171323274244;0,0135885777850835;0,00507162164069606;0,00300223527982498;0,00315588600130896;0,00335871970273548;0,00496148555497253;0,0117410733854233;0,0248371688424469;0,0368126916000819;0,0367809113036342;0,0246515733467257;0,0110804906808062;0,003395360291559;0,00120943444915335;0,00333328108192517;0,013155761060909;0,0357390929183745;0,065119998146311;0,0795380358060376;0,0651234401623299;0,0357623605690789;0,0132561807191549;0,00357524618499921;0,00122028315534988;0,00100186591889792;0,000875134467857306;0,000550099037118276;0,000345710547007921;0,000933548858762017;0,00418162222556526;0,0134478743060992;0,0293611147538558;0,0438064558198841;0,0453554122843766;0,0333632488020758;0,0179419729887647;0,00721346555827263;0,00217322572529414;0,000481226239743974;7,61198547944055e-05;8,38867755913734e-06;6,33216343798092e-07;3,24117592972534e-08;1,118777328016e-09;2,59661179070567e-11;4,04609799080962e-13;4,22956458051738e-15;2,96492423620619e-17;1,39348799837562e-19;4,39056517949207e-22;9,27348163093903e-25
2,19959382683723e-27;3,32203082404672e-25;1,08465328221993e-22;4,03435244076371e-20;1,08245073911234e-17;1,96074931875037e-15;2,38235349446494e-13;1,9404354653928e-11;1,0594412527295e-09;3,8773677267151e-08;9,51216403694007e-07;1,56424177554647e-05;0,00017242913004403;0,00127408852332251;0,00631060217969786;0,0209519507374783;0,0466297268557893;0,0695678860983193;0,0696128490360564;0,0469635064761941;0,022449372600498;0,0108099237833331;0,0103473150154349;0,0125600428124183;0,0122591505593652;0,0125519989228947;0,0221183043033577;0,0438961574079395;0,0645116502611364;0,0643922858342631;0,0431537579794733;0,0193931356473267;0,00588766547866163;0,00160916331008027;0,00276144225660864;0,0105655857206221;0,028681775222669;0,0522601450642116;0,0638323322571509;0,0522786874374828;0,0288084367586654;0,0111342840493523;0,00438921616879618;0,00410206685587438;0,00510445291376245;0,00467183178731061;0,00289325441491871;0,00124681634585761;0,000679499464905387;0,00171537846957657;0,00531257905078972;0,0114743448917499;0,0168148873427378;0,0168558381059279;0,0117460356839944;0,0058295191874146;0,00212030831880102;0,000577219331057822;0,000117640712264783;1,75803030031747e-05;1,87208636597788e-06;1,38636483153265e-07;7,02425565466294e-09;2,41178375426608e-10;5,58237672328657e-12;8,68650863038707e-14;9,07398022498508e-16;6,3585796727766e-18;2,98793278475228e-20;9,41343257100623e-23;1,98815450740869e-25
2,05072375346516e-28;1,75762885876958e-25;1,05316381241775e-22;4,24702763573752e-20;1,14846491878398e-17;2,08184080660265e-15;2,52965263538246e-13;2,06042398385204e-11;1,12495337489613e-09;4,11713073421366e-08;1,0100363406188e-06;1,66096908502661e-05;0,000183091552184285;0,00135287377346499;0,00670082880901389;0,0222475729737463;0,0495137243736039;0,0738782982618943;0,0740029892169931;0,0504393586996831;0,0264001580166951;0,0191769153341335;0,0264915367698641;0,0342810644532904;0,0320839535386998;0,0254649158467403;0,0303203309740956;0,0527015870230861;0,0759219213590036;0,0755913354372443;0,050643341671385;0,0227558878857913;0,00687894874285236;0,00161502137070144;0,00158692051889535;0,00569289989451771;0,0154297790596059;0,0281134498351749;0,0343438719049141;0,0281802264421381;0,0158874673790006;0,00777337953142214;0,00782809698241548;0,0134381519856305;0,0182130751211689;0,0167911012967321;0,0103901505655126;0,00432211648614706;0,00129049376801686;0,000663718030650131;0,00143726530263479;0,00303471285237625;0,00439959087896497;0,00432759607184718;0,00291506072549263;0,00136748075317804;0,000457999653452601;0,000112686414999809;2,0772192044115e-05;2,86338881558684e-06;2,88717397719133e-07;2,0693794013897e-08;1,02965866424073e-09;3,50145527084054e-11;8,06412094501601e-13;1,25160854750951e-14;1,30572804607908e-16;9,14378762029661e-19;4,29526768429873e-21;1,35298534686824e-23;2,85731113825919e-26
1,38695526953534e-28;1,24498869728843e-25;7,49274377140001e-23;3,0227826459907e-20;8,17440102880824e-18;1,48179197556462e-15;1,80053161346593e-13;1,46654863954423e-11;8,00708426517081e-10;2,93045147147968e-08;7,18913892184663e-07;1,18222850211186e-05;0,000130319133593543;0,000962935431893111;0,00476945254138649;0,0158352104526304;0,0352434707722911;0,0526003192741018;0,0528321107647795;0,0369641571437722;0,0235545220818667;0,0279604919178918;0,0476756850490393;0,0633151998077802;0,0581390063381266;0,0399874763589923;0,0319643673433809;0,0436677271530962;0,060126236608521;0,0595117076263554;0,0398414802662118;0,0178998267486978;0,00540025960241597;0,00117185569918175;0,000652025182727612;0,00206010178530697;0,00556444192680023;0,0101385628016448;0,0123978630517326;0,0102996059448638;0,00666954056392506;0,00710350981070914;0,0160030285935722;0,0319236740801042;0,0438573293414774;0,0404775839742707;0,0250466771587518;0,0103911573235736;0,0029050150732107;0,000617084636833837;0,000318879763031801;0,000545482823050254;0,000779211669012003;0,000758060571435554;0,000500534863990297;0,000226587529925049;7,15693978698538e-05;1,61798346916109e-05;2,69334148800783e-06;3,36174116358629e-07;3,13374910455625e-08;2,13147721605025e-09;1,02809849952333e-10;3,43666462544797e-12;7,84322998201861e-14;1,21159522787298e-15;1,26093078663552e-17;8,81919968924849e-20;4,1401984599212e-22;1,30372483850322e-24;2,7528362102579e-27
6,61569370810098e-29;5,93987614986902e-26;3,57488462274692e-23;1,44221137665383e-20;3,90012040997822e-18;7,06983570242779e-16;8,59058687984459e-14;6,99710763704823e-12;3,82029132566043e-10;1,39815917581317e-08;3,43003822050341e-07;5,64057670136754e-06;6,21770725948412e-05;0,000459429931059826;0,00227557399271771;0,00755525939335908;0,0168164851262776;0,0251162055970747;0,0254050355681876;0,0189605917238797;0,0171740901820735;0,0311728044320966;0,0586574951667765;0,0786895080781399;0,0716542296939932;0,0459519440865985;0,0269646888563312;0,0257809910498295;0,0322074621578071;0,0314417109713597;0,0210131606023268;0,00943852652238638;0,0028448970062986;0,000594150542701831;0,000199939709856571;0,000502525243297749;0,00134674585700238;0,00245406450404551;0,0030206539047916;0,00271400371520233;0,00313313590493751;0,00866734114439044;0,0251685860954243;0,0514764099598576;0,070864007962676;0,0654138235974471;0,0404769181378546;0,0167893992046829;0,00466998518901324;0,000879438461155135;0,000138843386741693;7,36979927361113e-05;9,34284327857704e-05;8,9919327539974e-05;5,86951645112324e-05;2,60172036560171e-05;7,91629392912409e-06;1,68390817862884e-06;2,57020528437569e-07;2,89508642406404e-08;2,44670731139966e-09;1,54205740429674e-10;7,07361385452904e-12;2,29564099940875e-13;5,15472789017955e-15;7,89473454921372e-17;8,17972947895061e-19;5,70803767518925e-21;2,67654408592216e-23;8,42331586597556e-26;1,77806794874792e-28
2,11582214004981e-29;1,8996851680449e-26;1,14331609134928e-23;4,61246631293051e-21;1,24733269437473e-18;2,26106793873394e-16;2,74743309273784e-14;2,23780812002446e-12;1,2218018348286e-10;4,47157899961496e-09;1,09699146870493e-07;1,80396372689996e-06;1,98854109532471e-05;0,000146934461845347;0,000727773365109467;0,00241636589455683;0,00537934673343137;0,00804922986685196;0,0082904809337256;0,00717025487456272;0,0104506803057078;0,0248645626956002;0,0487546497537169;0,0656575295456062;0,0595712135976523;0,0370124881179941;0,0179754785778907;0,0114138567198103;0,0118043143282864;0,0111647050602112;0,00743142592658336;0,0033363104504965;0,00100528850038063;0,000207151775800026;5,14479054950807e-05;9,4457395883747e-05;0,000240937181348538;0,000430337632116947;0,000545291386763258;0,000707058731104679;0,00217070543304412;0,00894093572500885;0,027155022282461;0,0557457854055607;0,0767641101256349;0,0708618064064716;0,0438480887907944;0,0181874586762915;0,00505694521305894;0,000943212812501133;0,000120165048757308;1,50485848333606e-05;8,00472397598979e-06;7,20698775732646e-06;4,66311652461518e-06;2,04224797282904e-06;6,07756505713842e-07;1,24311676399252e-07;1,78116085003491e-08;1,83592258818543e-09;1,39953632582432e-10;8,00811594310457e-12;3,41177580129344e-13;1,05523060892211e-14;2,30379841697714e-16;3,47459574842221e-18;3,57115058590812e-20;2,48217509173996e-22;1,16244364221482e-24;3,66694509916454e-27;7,84016370743981e-30
4,53592278185478e-30;4,07256598472082e-27;2,4510536293051e-24;9,88825608456338e-22;2,6740455686582e-19;4,84730235106991e-17;5,88997732518095e-15;4,79743769553345e-13;2,61931223077506e-11;9,58622031108054e-10;2,35174239446292e-08;3,86735732828453e-07;4,26305653571858e-06;3,14999889572361e-05;0,000156021704792449;0,000518051303271474;0,00115385451393436;0,00173489123263218;0,00186996730992138;0,00215658100234435;0,00501644882473734;0,0136701217118511;0,0272460760227869;0,0367458061843443;0,0332876860202739;0,0203986915244758;0,00898705426228404;0,00399283464061898;0,00303217120961467;0,00267405566247906;0,001763091224743;0,000790781240743131;0,000239857715863596;5,91188034231906e-05;5,26229058233413e-05;0,000132360442920775;0,000262622095882022;0,000376767853983437;0,000420404415965323;0,000533909800478111;0,00161284599149346;0,00652626146375483;0,0197355851419931;0,0404848471501727;0,0557431441620372;0,0514563486820931;0,0318402552412042;0,0132067909787794;0,00367198864558967;0,000684402473653945;8,56281132137014e-05;7,43941491963266e-06;8,0306640617703e-07;4,01331092265473e-07;2,50112564665414e-07;1,0866952084577e-07;3,19318496477924e-08;6,38036711101861e-09;8,77431753290316e-10;8,47020136704414e-11;5,89742761429821e-12;3,04357844454726e-13;1,18044866699068e-14;3,41752799665001e-16;7,29069182531423e-18;1,16961617137591e-19;1,58463316415182e-21;2,18001394636144e-23;3,00206397204495e-25;3,37699399244321e-27;2,71462828145395e-29
6,51830019621205e-31;5,85243817733299e-28;3,52226087648118e-25;1,42098145576562e-22;3,84270910101937e-20;6,96576493615994e-18;8,46413005730597e-16;6,89410745662599e-14;3,76405513269642e-12;1,377577722344e-10;3,37954671430835e-09;5,55754531241193e-08;6,12618149848859e-07;4,52667928248223e-06;2,24212539409603e-05;7,44565727227091e-05;0,000166047733925405;0,000252796787760204;0,000303492338605303;0,000542382105497787;0,00176275477293233;0,00509440520931134;0,0102183313688408;0,0137887133710223;0,0124827433864026;0,00760431327824785;0,00320183343048848;0,00111774828011185;0,000569910566630586;0,000435510392509163;0,000280995729881664;0,00012696040296334;5,00560357331358e-05;8,21959257992771e-05;0,000307770109948245;0,000860754190912355;0,00167909258142505;0,00235828044977563;0,00250982938549639;0,00218169992039539;0,00204226094948882;0,00379537552701671;0,00982461554953367;0,0197594856426653;0,0271419956306579;0,0250474939769579;0,015498391639329;0,00642843859445851;0,00178734501015233;0,000333115995782545;4,16207901410724e-05;3,49516646832093e-06;2,10121934383137e-07;2,12972282651611e-08;9,18034006133013e-09;3,90282381408305e-09;1,13807412512192e-09;2,24486179615462e-10;3,02263852906941e-11;2,86631883104825e-12;2,1818568134143e-13;1,96923036204433e-14;2,55372488489478e-15;3,13174545785606e-16;2,78574486044453e-17;1,687124921299e-18;6,8715254448257e-20;1,87745802844679e-21;3,43922001329469e-23;4,22346228004371e-25;3,47684973044876e-27
6,27892463255603e-32;5,63751547611823e-29;3,39291071548822e-26;1,368797876528e-23;3,7015909230016e-21;6,70995685268323e-19;8,15329658965807e-17;6,6409309002161e-15;3,62582541910062e-13;1,32698808938956e-11;3,25543755965391e-10;5,35345237786944e-09;5,90120820797133e-08;4,36045953100672e-07;2,15986666013829e-06;7,17488122011521e-06;1,60539271927521e-05;2,52283380836402e-05;3,79822519713878e-05;0,000110731584147881;0,000431914466836412;0,00127816142476418;0,00256999665143007;0,00346869953708317;0,00313927418396452;0,00190759509687028;0,000787296745711038;0,00024066138061084;8,28992434513152e-05;4,91083446871029e-05;3,05952718883874e-05;1,96957765755214e-05;6,11596871627052e-05;0,000348823953273494;0,0014331895561924;0,00403021396441849;0,00790073229211676;0,011195408075887;0,0120415115228124;0,0102187504855739;0,00696015170616236;0,00435612164824131;0,00430858202373059;0,00671717785591423;0,00890087447499673;0,00817754941517759;0,00505719440510601;0,00209748901203914;0,000583175129115679;0,000108688586569998;1,35785963878556e-05;1,1373506267072e-06;6,41821299622047e-08;2,73942557886908e-09;2,79083323196979e-10;9,83606756420234e-11;3,45146708114071e-11;1,60081683701553e-11;1,13622458493608e-11;7,20589688114682e-12;3,21342619519661e-12;9,66958977810371e-13;1,95223896869808e-13;2,64245768494078e-14;2,39766418285418e-15;1,45837686400478e-16;5,94640618254328e-18;1,62534918641985e-19;2,9781801325338e-21;3,65824924550892e-23;3,0124558364914e-25
4,05432394177065e-33;3,64016397518822e-30;2,19081480200087e-27;8,8383787439376e-25;2,39013140677613e-22;4,33264581263662e-20;5,26461780663145e-18;4,28807902530039e-16;2,34121345556359e-14;8,56843648436674e-13;2,10205731467764e-11;3,4567666062769e-10;3,81047144996098e-09;2,81563053487446e-08;1,39479652442615e-07;4,63745625140703e-07;1,04658964368765e-06;1,77699204887928e-06;3,92782765932732e-06;1,70129365133008e-05;7,20911069854372e-05;0,000215321991160355;0,000433353135247336;0,000584938226154014;0,000529321777885972;0,00032130174470632;0,00013146835741922;3,76917455716209e-05;9,66643229912081e-06;4,03460876203054e-06;3,65151833305787e-06;2,06957090342036e-05;0,000179012179554047;0,00108930790277996;0,00449104772493726;0,0126640974058179;0,0249627806001893;0,0357234746066633;0,0389778698663063;0,0335217318507375;0,0225045148060357;0,0114305252670214;0,00466481702551439;0,00238235921821629;0,00209900505826618;0,00180565497824596;0,00110736349566803;0,000458811490171331;0,000127549567705267;2,3771529624583e-05;2,96977805430219e-06;2,48702690252547e-07;1,39678651209189e-08;5,421034988957e-10;7,28107280606921e-11;1,8779361171729e-10;4,1453287992841e-10;6,17903348333063e-10;6,17913097658313e-10;4,14260936860669e-10;1,86175619547901e-10;5,60881911776448e-11;1,13271977726243e-11;1,53348600166912e-12;1,39170807019128e-13;8,46706941457616e-15;3,453357111014e-16;9,44237672701221e-18;1,73086123000918e-19;2,12713849188544e-21;1,75265156757903e-23
1,75506442819842e-34;1,57587314791687e-31;9,48511922690829e-29;3,82703562651546e-26;1,03511189733386e-23;1,87683926719255e-21;2,28137158203662e-19;1,85915002917351e-17;1,01580735857587e-15;3,72158805557816e-14;9,14375492044162e-13;1,50690146688794e-11;1,66621362043486e-10;1,2366459053729e-09;6,16589820794116e-09;2,07286234435415e-08;4,83553746421453e-08;9,77640316230554e-08;3,42685611304406e-07;1,8569679152864e-06;8,12064945706048e-06;2,43321761771023e-05;4,89853483546343e-05;6,6121623549245e-05;5,9831550167096e-05;3,6301712051394e-05;1,47992050839247e-05;4,12245429603409e-06;8,91079366044205e-07;3,94067804902907e-07;3,17749999927663e-06;4,14255786219659e-05;0,000374791783876969;0,00228550459940174;0,00943598809688356;0,0266854401913152;0,0529091319670852;0,0765067538160988;0,0847288923144487;0,0740274818141918;0,050231849642248;0,0252911125346279;0,00910693853324032;0,00241956903744193;0,000653238597817211;0,000303598249836539;0,000165287020886814;6,74141460825401e-05;1,87047320560147e-05;3,48518753801309e-06;4,35391985753085e-07;3,64664017987453e-08;2,10629316964185e-09;5,16806228257351e-10;2,18027405670756e-09;7,23337781925597e-09;1,61011126010036e-08;2,40254585237183e-08;2,40319560564864e-08;1,61143168658051e-08;7,24343470603237e-09;2,1826922226669e-09;4,40922481134283e-10;5,97119876538629e-11;5,42125226765013e-12;3,29979957771424e-13;1,34659982011087e-14;3,68441300240971e-16;6,75920396412452e-18;8,31462321882197e-20;6,85860607996635e-22
5,82443902834596e-36;5,51468285968531e-33;3,56503254293882e-30;1,58051315347976e-27;4,82560257731637e-25;1,01803428152349e-22;1,48657183066945e-20;1,50216994296187e-18;1,04815467924589e-16;5,03207593915031e-15;1,65505263821282e-13;3,71295408426905e-12;5,65906318119013e-11;5,84030651887607e-10;4,07049874991421e-09;1,91241456706852e-08;6,05621569978642e-08;1,30419978413246e-07;2,0363158984938e-07;3,12312208466789e-07;7,26258331919467e-07;1,89175578031991e-06;3,72573236659365e-06;5,01298689149272e-06;4,5339066673027e-06;2,750156254223e-06;1,11940527908407e-06;3,08089068693896e-07;6,76713657751825e-08;2,26176425574625e-07;4,31547697084029e-06;5,81511442830555e-05;0,000526821420098334;0,00321482187594985;0,0132921620125465;0,0377082387426539;0,0752306321802639;0,109972961409355;0,123658937594988;0,109759511570143;0,0753717020252594;0,0381818704598504;0,0136739918605926;0,00338420389175502;0,00058971525724812;8,89878627855729e-05;2,07170913046526e-05;6,85207482460775e-06;1,84590856357311e-06;3,42678555656037e-07;4,27987477870317e-08;3,72384737942856e-09;1,75205175701726e-09;1,14698326630043e-08;5,67879095025824e-08;1,88600515636002e-07;4,1989442348794e-07;6,2668796510338e-07;6,27022101090774e-07;4,20573634083946e-07;1,89120165362616e-07;5,70139149921201e-08;1,15234838691278e-08;1,56157109577228e-09;1,41883785952731e-10;8,64406970492051e-12;3,53137412567137e-13;9,67474323929616e-15;1,77762967977825e-16;2,19074442337171e-18;1,8110932854074e-20
1,51213674100793e-35;1,94213290170352e-32;1,67304724160284e-29;9,66498102010015e-27;3,74371500776396e-24;9,72244126069056e-22;1,6927465329098e-19;1,97575880423221e-17;1,54592445213041e-15;8,10859948910488e-14;2,85102036350704e-12;6,71965907068857e-11;1,06165525612344e-09;1,1243641471383e-08;7,98208205132958e-08;3,79848386762268e-07;1,21168610420111e-06;2,59099260183793e-06;3,7146202069591e-06;3,57491119361644e-06;2,32905313409395e-06;1,08564151330094e-06;4,75602228512207e-07;3,10171988081468e-07;2,37510271988328e-07;1,40304899108917e-07;5,68538329126243e-08;1,56974029814921e-08;9,67123507386179e-09;2,02473218609308e-07;4,06112098504806e-06;5,47771271625516e-05;0,00049642441672362;0,00303149364593726;0,0125538894830497;0,0357332512892945;0,0717637183023127;0,106103825276212;0,121170330734262;0,109239957934721;0,0758868479180993;0,0387018533741397;0,013899776097192;0,00342869056667729;0,000574668580245683;6,61935420339217e-05;5,92833009326512e-06;6,82998654673879e-07;1,2948233647896e-07;2,27598269393962e-08;2,97100320968866e-09;2,69458303685642e-09;2,71235770528753e-08;2,0040598415318e-07;9,9312342279823e-07;3,29930724582129e-06;7,34812925585535e-06;1,09717402102408e-05;1,09832568485306e-05;7,3715395550453e-06;3,31721808616194e-06;1,00091971257803e-06;2,02515555784847e-07;2,74777141269024e-08;2,50034786933997e-09;1,5260149660978e-10;6,24746708984011e-12;1,71590359545061e-13;3,16222173318774e-15;3,91093343869097e-17;3,24674511690912e-19
2,06344139827356e-34;2,65546027265364e-31;2,29070905784972e-28;1,3245929468626e-25;5,13425306940727e-23;1,33399559713498e-20;2,32334544320777e-18;2,71241055789584e-16;2,12265445339087e-14;1,11348764717326e-12;3,91537827560836e-11;9,22877944747493e-10;1,45813260617898e-08;1,54430112553645e-07;1,09634985876514e-06;5,21733294531992e-06;1,66429440369921e-05;3,55872143012736e-05;5,10082311497132e-05;4,90083723828149e-05;3,15640852457801e-05;1,36292772002285e-05;3,94959417039127e-06;7,73561879163142e-07;1,07298660572789e-07;1,34242614865392e-08;2,44169152979892e-09;6,42903457144278e-10;4,35307230121091e-09;1,27553671356771e-07;2,56396818858958e-06;3,4589331976932e-05;0,000313578206810404;0,00191639155628151;0,00794954922758403;0,0227089295983571;0,0459284321454778;0,0687153289920127;0,0797157073216374;0,0729773252444737;0,0512604857818397;0,0263098384578384;0,00947919767755362;0,00234102492811576;0,000391604903685254;4,41714234655831e-05;3,38231652206901e-06;1,88547866242013e-07;1,11105562434096e-08;1,19914013499918e-09;1,87842967353044e-09;2,88377174832033e-08;3,17992689601201e-07;2,35164289874347e-06;1,16595127093988e-05;3,87576477267138e-05;8,63811674659159e-05;0,000129087806797177;0,000129353885674888;8,69220359015834e-05;3,91714574021885e-05;1,18396374404831e-05;2,40039365789418e-06;3,26480171054314e-07;2,97938002856468e-08;1,82458980672749e-09;7,50002724476219e-11;2,06976364934066e-12;3,83580596369409e-14;4,77534863489512e-16;3,99501887135806e-18
1,89986689370115e-33;2,44495947218122e-30;2,10912520505674e-27;1,21959396393665e-24;4,72726967592977e-22;1,22825261474119e-19;2,13917947928481e-17;2,49740488921525e-15;1,95439750095957e-13;1,02522466731611e-11;3,60501770923283e-10;8,49724157372948e-09;1,34255082353763e-07;1,42188905941738e-06;1,00944554830101e-05;4,80377092102986e-05;0,000153237087121745;0,000327663219558155;0,00046964933135241;0,000451234122293868;0,000290611229927896;0,000125459988479914;3,63062660926602e-05;7,04286036351257e-06;9,15927271655582e-07;7,99259392793582e-08;4,70811696020211e-09;2,34942593148161e-10;1,80751873553136e-09;5,39737236652838e-08;1,08511498934571e-06;1,46412244550422e-05;0,000132783153016311;0,000812163233519119;0,00337517146764976;0,00967882879549182;0,0197217528727598;0,0298724690953459;0,0352100429065271;0,0327221634096727;0,0232291642617317;0,0119942619168479;0,00433434591711938;0,00107189989981521;0,000179389023691925;2,02118336980114e-05;1,53044873089648e-06;7,81843315141781e-08;2,81537416191313e-09;6,51168923256151e-10;1,37903882922791e-08;2,26965475234295e-07;2,50534572299961e-06;1,85428255454451e-05;9,20251772395515e-05;0,000306257625649027;0,000683516021469878;0,00102312802981585;0,00102724878942941;0,000691892442872146;0,000312666289925971;9,48147662739216e-05;1,92978281661616e-05;2,63680026774022e-06;2,41933734819959e-07;1,49106562795625e-08;6,17485609590886e-10;1,71891327386093e-11;3,21783852934378e-13;4,05286271359784e-15;3,43611185627141e-17
